Origin,Total
Oklahoma,219
Oklahoma,2813
Oklahoma,178
Oklahoma,343
Oklahoma,597
Oklahoma,44
Oklahoma,146
Oklahoma,554
Oklahoma,708
Oklahoma,899
Oklahoma,205
Oklahoma,433
Oklahoma,686
Oklahoma,845
Oklahoma,16
Oklahoma,375
Oklahoma,95
Oklahoma,1090
Oklahoma,13768
Oklahoma,413
Oklahoma,0
Oklahoma,1129
Oklahoma,1500
Oklahoma,98
Oklahoma,691
Oklahoma,145
Oregon,237
Oregon,637
Oregon,6080
Oregon,143
Oregon,10730
Oregon,2566
Oregon,174
Oregon,0
Oregon,58
Oregon,1577
Oregon,876
Oregon,898
Oregon,2534
Oregon,596
Oregon,555
Oregon,351
Oregon,384
Oregon,401
Oregon,244
Oregon,123
Oregon,351
Oregon,439
Oregon,750
Oregon,448
Oregon,225
Oregon,694
Oregon,825
Oregon,271
Oregon,1683
Oregon,205
Oregon,106
Oregon,573
Oregon,1117
Oregon,1194
Oregon,39
Oregon,1001
Oregon,459
Oregon,699
Oregon,197
Oregon,216
Oregon,35
Oregon,854
Oregon,2553
Oregon,1978
Oregon,91
Oregon,363
Oregon,17483
Oregon,86
Oregon,436
Oregon,185
Pennsylvania,725
Pennsylvania,154
Pennsylvania,2586
Pennsylvania,611
Pennsylvania,8375
Pennsylvania,2307
Pennsylvania,1896
Pennsylvania,6938
Pennsylvania,597
Pennsylvania,19623
Pennsylvania,3629
Pennsylvania,325
Pennsylvania,333
Pennsylvania,2918
Pennsylvania,1817
Pennsylvania,405
Pennsylvania,454
Pennsylvania,1022
Pennsylvania,623
Pennsylvania,872
Pennsylvania,7757
Pennsylvania,3971
Pennsylvania,2393
Pennsylvania,1104
Pennsylvania,173
Pennsylvania,1049
Pennsylvania,37
Pennsylvania,260
Pennsylvania,1097
Pennsylvania,627
Pennsylvania,13604
Pennsylvania,740
Pennsylvania,10702
Pennsylvania,7717
Pennsylvania,392
Pennsylvania,7133
Pennsylvania,540
Pennsylvania,970
Pennsylvania,406
Pennsylvania,3744
Pennsylvania,11
Pennsylvania,1832
Pennsylvania,6823
Pennsylvania,472
Pennsylvania,443
Pennsylvania,6694
Pennsylvania,1879
Pennsylvania,2321
Pennsylvania,706
Pennsylvania,453
Rhode Island,136
Rhode Island,0
Rhode Island,108
Rhode Island,0
Rhode Island,1769
Rhode Island,335
Rhode Island,1623
Rhode Island,20
Rhode Island,38
Rhode Island,2081
Rhode Island,288
Rhode Island,90
Rhode Island,0
Rhode Island,290
Rhode Island,0
Rhode Island,104
Rhode Island,0
Rhode Island,0
Rhode Island,7
Rhode Island,127
Rhode Island,294
Rhode Island,4789
Rhode Island,163
Rhode Island,149
Rhode Island,5
Rhode Island,78
Rhode Island,0
Rhode Island,271
Rhode Island,76
Rhode Island,422
Rhode Island,230
Rhode Island,130
Rhode Island,810
Rhode Island,383
Rhode Island,0
Rhode Island,91
Rhode Island,39
Rhode Island,86
Rhode Island,407
Rhode Island,452
Rhode Island,0
Rhode Island,206
Rhode Island,563
Rhode Island,63
Rhode Island,145
Rhode Island,778
Rhode Island,179
Rhode Island,0
Rhode Island,8
Rhode Island,25
South Carolina,566
South Carolina,28
South Carolina,841
South Carolina,18
South Carolina,2019
South Carolina,1346
South Carolina,477
South Carolina,167
South Carolina,217
South Carolina,7279
South Carolina,8012
South Carolina,336
South Carolina,51
South Carolina,615
South Carolina,872
South Carolina,366
South Carolina,104
South Carolina,1001
South Carolina,964
South Carolina,173
South Carolina,1003
South Carolina,820
South Carolina,1500
South Carolina,168
South Carolina,365
South Carolina,1022
South Carolina,31
South Carolina,306
South Carolina,963
South Carolina,183
South Carolina,672
South Carolina,414
South Carolina,2153
South Carolina,14787
South Carolina,74
South Carolina,1701
South Carolina,466
South Carolina,549
South Carolina,2255
South Carolina,285
South Carolina,329
South Carolina,2517
South Carolina,4323
South Carolina,245
South Carolina,42
South Carolina,4735
South Carolina,1206
South Carolina,808
South Carolina,601
South Carolina,146
South Dakota,28
South Dakota,247
South Dakota,912
South Dakota,60
South Dakota,547
South Dakota,850
South Dakota,58
South Dakota,7
South Dakota,52
South Dakota,744
South Dakota,207
South Dakota,29
South Dakota,14
South Dakota,124
South Dakota,198
South Dakota,1187
South Dakota,87
South Dakota,81
South Dakota,45
South Dakota,8
South Dakota,69
South Dakota,67
South Dakota,158
South Dakota,2219
South Dakota,0
South Dakota,366
South Dakota,141
South Dakota,1146
South Dakota,160
South Dakota,0
South Dakota,41
South Dakota,16
South Dakota,15
South Dakota,426
South Dakota,1219
South Dakota,150
South Dakota,61
South Dakota,109
South Dakota,204
South Dakota,34
South Dakota,201
South Dakota,215
South Dakota,673
South Dakota,213
South Dakota,0
South Dakota,104
South Dakota,337
South Dakota,23
South Dakota,266
South Dakota,240
Tennessee,5295
Tennessee,118
Tennessee,1189
Tennessee,2481
Tennessee,2742
Tennessee,1825
Tennessee,312
Tennessee,81
Tennessee,417
Tennessee,9449
Tennessee,9138
Tennessee,449
Tennessee,147
Tennessee,2643
Tennessee,2056
Tennessee,444
Tennessee,834
Tennessee,4632
Tennessee,992
Tennessee,331
Tennessee,998
Tennessee,760
Tennessee,3068
Tennessee,1361
Tennessee,4896
Tennessee,1188
Tennessee,76
Tennessee,324
Tennessee,513
Tennessee,175
Tennessee,474
Tennessee,406
Tennessee,1911
Tennessee,4323
Tennessee,520
Tennessee,3007
Tennessee,657
Tennessee,590
Tennessee,1424
Tennessee,341
Tennessee,2346
Tennessee,188
Tennessee,6621
Tennessee,487
Tennessee,61
Tennessee,3848
Tennessee,1757
Tennessee,949
Tennessee,979
Tennessee,104
Texas,4677
Texas,813
Texas,9012
Texas,6764
Texas,21122
Texas,15648
Texas,1375
Texas,574
Texas,1042
Texas,16655
Texas,10357
Texas,1413
Texas,1735
Texas,6147
Texas,3940
Texas,1987
Texas,4288
Texas,2471
Texas,10501
Texas,1174
Texas,3112
Texas,2087
Texas,4888
Texas,3198
Texas,2637
Texas,5447
Texas,798
Texas,2610
Texas,2988
Texas,792
Texas,3196
Texas,7990
Texas,6120
Texas,7872
Texas,801
Texas,6423
Texas,12674
Texas,3357
Texas,5279
Texas,677
Texas,3526
Texas,480
Texas,7315
Texas,3758
Texas,159
Texas,7670
Texas,9210
Texas,442
Texas,2494
Texas,1460
Utah,378
Utah,60
Utah,3978
Utah,273
Utah,4683
Utah,1527
Utah,82
Utah,0
Utah,157
Utah,2057
Utah,545
Utah,639
Utah,3953
Utah,594
Utah,388
Utah,140
Utah,373
Utah,394
Utah,151
Utah,258
Utah,369
Utah,378
Utah,278
Utah,536
Utah,145
Utah,1022
Utah,1231
Utah,363
Utah,2468
Utah,172
Utah,137
Utah,579
Utah,392
Utah,678
Utah,67
Utah,709
Utah,529
Utah,2022
Utah,609
Utah,96
Utah,470
Utah,189
Utah,576
Utah,3928
Utah,1
Utah,1259
Utah,3727
Utah,85
Utah,1043
Utah,708
Vermont,0
Vermont,34
Vermont,242
Vermont,0
Vermont,516
Vermont,417
Vermont,319
Vermont,98
Vermont,149
Vermont,1559
Vermont,229
Vermont,45
Vermont,89
Vermont,211
Vermont,20
Vermont,121
Vermont,0
Vermont,40
Vermont,28
Vermont,335
Vermont,192
Vermont,1362
Vermont,11
Vermont,0
Vermont,0
Vermont,295
Vermont,56
Vermont,8
Vermont,47
Vermont,1498
Vermont,174
Vermont,59
Vermont,1299
Vermont,459
Vermont,0
Vermont,185
Vermont,124
Vermont,223
Vermont,685
Vermont,99
Vermont,224
Vermont,0
Vermont,423
Vermont,252
Vermont,33
Vermont,577
Vermont,228
Vermont,46
Vermont,49
Vermont,0
Virginia,1761
Virginia,209
Virginia,398
Virginia,0
Virginia,2513
Virginia,212
Virginia,828
Virginia,22
Virginia,10932
Virginia,389
Virginia,4289
Virginia,118
Virginia,1126
Virginia,23
Virginia,1254
Virginia,101
Virginia,5857
Virginia,109
Virginia,16889
Virginia,2283
Virginia,6443
Virginia,403
Virginia,2049
Virginia,33
Virginia,330
Virginia,0
Virginia,3395
Virginia,350
Virginia,1474
Virginia,221
Virginia,276
Virginia,266
Virginia,910
Virginia,27
Virginia,1460
Virginia,1143
Virginia,911
Virginia,168
Virginia,539
Virginia,5
Virginia,14942
Virginia,1809
Virginia,1967
Virginia,87
Virginia,1952
Virginia,221
Virginia,1089
Virginia,37
Virginia,659
Virginia,511
Virginia,1373
Virginia,202
Virginia,235
Virginia,16
Virginia,416
Virginia,18
Virginia,876
Virginia,19
Virginia,423
Virginia,92
Virginia,2752
Virginia,315
Virginia,794
Virginia,57
Virginia,5676
Virginia,405
Virginia,16047
Virginia,2091
Virginia,95
Virginia,0
Virginia,3217
Virginia,4242
Virginia,770
Virginia,43
Virginia,1439
Virginia,92
Virginia,6574
Virginia,2598
Virginia,514
Virginia,0
Virginia,4608
Virginia,1124
Virginia,325
Virginia,18
Virginia,4641
Virginia,858
Virginia,9759
Virginia,807
Virginia,636
Virginia,103
Virginia,190
Virginia,27
Virginia,3106
Virginia,275
Virginia,3403
Virginia,74492
Virginia,1187
Virginia,206
Virginia,293
Virginia,52
Washington,774
Washington,1882
Washington,10479
Washington,585
Washington,18559
Washington,4059
Washington,450
Washington,156
Washington,266
Washington,3713
Washington,1500
Washington,2758
Washington,6047
Washington,1673
Washington,769
Washington,584
Washington,871
Washington,629
Washington,556
Washington,385
Washington,927
Washington,842
Washington,1457
Washington,2389
Washington,423
Washington,1262
Washington,2395
Washington,394
Washington,3347
Washington,124
Washington,799
Washington,944
Washington,2701
Washington,2278
Washington,275
Washington,1806
Washington,711
Washington,14178
Washington,1660
Washington,405
Washington,1211
Washington,64
Washington,1363
Washington,7448
Washington,2205
Washington,87
Washington,3633
Washington,213
Washington,918
Washington,449
West Virginia,209
West Virginia,0
West Virginia,212
West Virginia,22
West Virginia,389
West Virginia,118
West Virginia,23
West Virginia,101
West Virginia,109
West Virginia,2283
West Virginia,403
West Virginia,33
West Virginia,0
West Virginia,350
West Virginia,221
West Virginia,266
West Virginia,27
West Virginia,1143
West Virginia,168
West Virginia,5
West Virginia,1809
West Virginia,87
West Virginia,221
West Virginia,37
West Virginia,511
West Virginia,202
West Virginia,16
West Virginia,18
West Virginia,19
West Virginia,92
West Virginia,315
West Virginia,57
West Virginia,405
West Virginia,2091
West Virginia,0
West Virginia,4242
West Virginia,43
West Virginia,92
West Virginia,2598
West Virginia,0
West Virginia,1124
West Virginia,18
West Virginia,858
West Virginia,807
West Virginia,103
West Virginia,27
West Virginia,2942
West Virginia,275
West Virginia,206
West Virginia,52
Wisconsin,654
Wisconsin,132
Wisconsin,3065
Wisconsin,410
Wisconsin,3129
Wisconsin,2172
Wisconsin,197
Wisconsin,43
Wisconsin,246
Wisconsin,5287
Wisconsin,1500
Wisconsin,57
Wisconsin,108
Wisconsin,7001
Wisconsin,1225
Wisconsin,1236
Wisconsin,231
Wisconsin,833
Wisconsin,187
Wisconsin,26
Wisconsin,744
Wisconsin,528
Wisconsin,2113
Wisconsin,7086
Wisconsin,485
Wisconsin,992
Wisconsin,272
Wisconsin,170
Wisconsin,685
Wisconsin,43
Wisconsin,303
Wisconsin,155
Wisconsin,935
Wisconsin,1048
Wisconsin,172
Wisconsin,1005
Wisconsin,107
Wisconsin,775
Wisconsin,1141
Wisconsin,79
Wisconsin,504
Wisconsin,297
Wisconsin,917
Wisconsin,3117
Wisconsin,525
Wisconsin,74
Wisconsin,849
Wisconsin,1518
Wisconsin,113
Wisconsin,63
Wyoming,0
Wyoming,155
Wyoming,502
Wyoming,220
Wyoming,1154
Wyoming,1723
Wyoming,70
Wyoming,0
Wyoming,0
Wyoming,440
Wyoming,335
Wyoming,0
Wyoming,891
Wyoming,130
Wyoming,106
Wyoming,194
Wyoming,329
Wyoming,178
Wyoming,84
Wyoming,5
Wyoming,0
Wyoming,49
Wyoming,222
Wyoming,101
Wyoming,137
Wyoming,314
Wyoming,1377
Wyoming,432
Wyoming,447
Wyoming,0
Wyoming,69
Wyoming,115
Wyoming,89
Wyoming,25
Wyoming,292
Wyoming,123
Wyoming,153
Wyoming,282
Wyoming,89
Wyoming,0
Wyoming,48
Wyoming,883
Wyoming,126
Wyoming,814
Wyoming,899
Wyoming,9
Wyoming,58
Wyoming,674
Wyoming,0
Wyoming,353
